Train–test;Train–test.1;Validation
Pryntex-47-Ag-11_B;Botlek-56-Ag-5_D;
Pryntex-47-Ag-12_B;Botlek-56-Ag-6_B;
Pryntex-47-Ag-13_B;Botlek-56-Ag-7_B;
Pryntex-47-Ag-14_A;Botlek-56-Ag-8_B;
Pryntex-47-Ag-15_A;Botlek-56-Ag-9_C;
Pryntex-47-Ag-17_A;Botlek-57-Ag-11_D;
Pryntex-47-Ag-18_B;Botlek-57-Ag-12_D;
Pryntex-47-Ag-19_C;Botlek-57-Ag-14_D;
Pryntex-47-Ag-20_A;Botlek-57-Ag-15_B;
Pryntex-47-Ag-21_B;Botlek-57-Ag-16_D;
Pryntex-47-Ag-22_D;Botlek-57-Ag-17_B;
Pryntex-47-Ag-23_B;Botlek-57-Ag-18_B;
Pryntex-47-Ag-24_B;Botlek-57-Ag-19_B;
Pryntex-47-Ag-25_B;Botlek-57-Ag-20_D;
Pryntex-47-Ag-26_D;Botlek-57-Ag-21_D;
Pryntex-47-Ag-27_B;Botlek-57-Ag-22_B;
Pryntex-47-Ag-28_B;Botlek-57-Ag-23_D;
Pryntex-47-Ag-29_B;Botlek-57-Ag-24_B;
Pryntex-47-Ag-30_B;Botlek-57-Ag-27_B;
Pryntex-47-Ag-31_B;Botlek-57-Ag-29_B;
Pryntex-47-Ag-32_A;Botlek-57-Ag-30_B;
Pryntex-47-Ag-33_B;Botlek-57-Ag-31_B;
Pryntex-47-Ag-34_B;Botlek-57-Ag-32_B;
Pryntex-47-Ag-35_C;Botlek-57-Ag-33_D;
Pryntex-47-Ag-36_D;Botlek-57-Ag-34_B;
Pryntex-47-Ag-37_D;Botlek-57-Ag-36_B;
Pryntex-47-Ag-38_C;Botlek-57-Ag-38_D;
Pryntex-47-Ag-39_B;Botlek-57-Ag-4_D;
Pryntex-47-Ag-40_A;Botlek-57-Ag-40_B;
Pryntex-47-Ag-41_A;Botlek-57-Ag-42_D;
Pryntex-47-Ag-42_A;Botlek-57-Ag-43_A;
Pryntex-47-Ag-43_B;Botlek-57-Ag-5_B;
Pryntex-47-Ag-44_D;Botlek-57-Ag-6_D;
Pryntex-47-Ag-45_B;Botlek-57-Ag-7_D;
Pryntex-47-Ag-46_D;Botlek-57-Ag-8_B;
Pryntex-47-Ag-47_B;Botlek-58-Ag-1_B;
Pryntex-47-Ag-48_B;Botlek-58-Ag-10_C;
Pryntex-48-Ag-01_D;Botlek-58-Ag-11_D;
Pryntex-48-Ag-02_B;Botlek-58-Ag-12_B;
Pryntex-48-Ag-03_B;Botlek-58-Ag-13_B;
Pryntex-48-Ag-04_A;Botlek-58-Ag-15_D;
Pryntex-48-Ag-05_A;Botlek-58-Ag-16_B;
Pryntex-48-Ag-06_A;Botlek-58-Ag-17_D;
Pryntex-48-Ag-07_C;Botlek-58-Ag-18_B;
Pryntex-48-Ag-08_C;Botlek-58-Ag-19_D;
Pryntex-48-Ag-10_A;Botlek-58-Ag-2_A;
Pryntex-48-Ag-11_B;Botlek-58-Ag-20_B;
Pryntex-48-Ag-12_B;Botlek-58-Ag-21_B;
Pryntex-48-Ag-13_B;Botlek-58-Ag-22_A;
Pryntex-48-Ag-14_B;Botlek-58-Ag-23_B;
Pryntex-48-Ag-16_B;Botlek-58-Ag-24_C;
Pryntex-48-Ag-19_D;Botlek-58-Ag-25_B;
Pryntex-48-Ag-20_B;Botlek-58-Ag-26_B;
Pryntex-48-Ag-21_B;Botlek-58-Ag-27_A;
Pryntex-48-Ag-22_B;Botlek-58-Ag-28_C;
Pryntex-48-Ag-23_B;Botlek-58-Ag-29_D;
Pryntex-48-Ag-24_B;Botlek-58-Ag-3_B;
Pryntex-48-Ag-26_B;Botlek-58-Ag-30_D;
Pryntex-48-Ag-28_B;Botlek-58-Ag-31_D;
Pryntex-48-Ag-29_B;Botlek-58-Ag-32_D;
Pryntex-48-Ag-30_B;Botlek-58-Ag-36_B;
Pryntex-48-Ag-31_B;Botlek-58-Ag-37_C;
Pryntex-48-Ag-32_B;Botlek-58-Ag-4_D;
Pryntex-48-Ag-33_B;Botlek-58-Ag-5_C;
Pryntex-48-Ag-34_B;Botlek-58-Ag-6_D;
Pryntex-48-Ag-35_D;Botlek-58-Ag-7_B;
Pryntex-48-Ag-36_B;Botlek-58-Ag-8_D;
Pryntex-48-Ag-37_B;Botlek-58-Ag-9_B;
Pryntex-48-Ag-38_B;Botlek-59-Ag-10_B;
Pryntex-48-Ag-39_D;Botlek-59-Ag-11_D;
Pryntex-48-Ag-40_A;Botlek-59-Ag-12_B;
Pryntex-48-Ag-41_B;Botlek-59-Ag-13_D;
Pryntex-48-Ag-42_B;Botlek-59-Ag-14_D;
Pryntex-48-Ag-43_B;Botlek-59-Ag-16_B;
Pryntex-48-Ag-44_B;Botlek-59-Ag-17_B;
Pryntex-48-Ag-45_B;Botlek-59-Ag-18_D;
Pryntex-48-Ag-46_B;Botlek-59-Ag-19_B;
Pryntex-48-Ag-48_B;Botlek-59-Ag-2_B;
Pryntex-48-Ag-49_B;Botlek-59-Ag-20_D;
Pryntex-48-Ag-50_B;Botlek-59-Ag-21_D;
Pryntex-48-Ag-51_B;Botlek-59-Ag-22_B;
Pryntex-48-Ag-52_B;Botlek-59-Ag-23_B;
Pryntex-49-Ag-02_B;Botlek-59-Ag-25_B;
Pryntex-49-Ag-03_B;Botlek-59-Ag-26_B;
Pryntex-49-Ag-04_B;Botlek-59-Ag-27_B;
Pryntex-49-Ag-05_B;Botlek-59-Ag-28_B;
Pryntex-49-Ag-06_B;Botlek-59-Ag-29_B;
Pryntex-49-Ag-07_A;Botlek-59-Ag-3_B;
Pryntex-49-Ag-08_B;Botlek-59-Ag-30_B;
Pryntex-49-Ag-10_B;Botlek-59-Ag-32_C;
Pryntex-49-Ag-12_B;Botlek-59-Ag-34_B;
Pryntex-49-Ag-13_B;Botlek-59-Ag-35_B;
Pryntex-49-Ag-16_D;Botlek-59-Ag-37_C;
Pryntex-49-Ag-17_B;Botlek-59-Ag-39_B;
Pryntex-49-Ag-18_B;Botlek-59-Ag-4_B;
Pryntex-49-Ag-19_B;Botlek-59-Ag-40_B;
Pryntex-49-Ag-21_D;Botlek-59-Ag-5_D;
Pryntex-49-Ag-22_B;Botlek-59-Ag-6_B;
Pryntex-49-Ag-23_B;Botlek-59-Ag-7_B;
Pryntex-49-Ag-24_B;Botlek-59-Ag-9_D;
Pryntex-49-Ag-26_B;Botlek-60-Ag-10_D;
Pryntex-49-Ag-27_A;Botlek-60-Ag-11_B;
Pryntex-49-Ag-28_D;Botlek-60-Ag-12_C;
Pryntex-49-Ag-29_B;Botlek-60-Ag-13_C;
Pryntex-49-Ag-30_B;Botlek-60-Ag-14_D;
Pryntex-49-Ag-31_B;Botlek-60-Ag-15_B;
Pryntex-49-Ag-32_B;Botlek-60-Ag-16_B;
Pryntex-49-Ag-33_B;Botlek-60-Ag-17_D;
Pryntex-49-Ag-34_D;Botlek-60-Ag-18_D;
Pryntex-49-Ag-36_A;Botlek-60-Ag-2_B;
Pryntex-49-Ag-37_A;Botlek-60-Ag-20_B;
Pryntex-49-Ag-38_B;Botlek-60-Ag-22_C;
Pryntex-49-Ag-39_C;Botlek-60-Ag-23_B;
Pryntex-49-Ag-40_B;Botlek-60-Ag-24_D;
Pryntex-49-Ag-41_D;Botlek-60-Ag-25_D;
Pryntex-49-Ag-42_B;Botlek-60-Ag-27_B;
Pryntex-49-Ag-45_B;Botlek-60-Ag-28_B;
Pryntex-50-Ag-02_D;Botlek-60-Ag-29_B;
Pryntex-50-Ag-03_D;Botlek-60-Ag-3_D;
Pryntex-50-Ag-04_B;Botlek-60-Ag-30_B;
Pryntex-50-Ag-05_B;Botlek-60-Ag-32_C;
Pryntex-50-Ag-06_B;Botlek-60-Ag-33_B;
Pryntex-50-Ag-07_C;Botlek-60-Ag-34_B;
Pryntex-50-Ag-08_B;Botlek-60-Ag-35_B;
Pryntex-50-Ag-09_B;Botlek-60-Ag-36_D;
Pryntex-50-Ag-11_B;Botlek-60-Ag-37_D;
Pryntex-50-Ag-12_D;Botlek-60-Ag-39_B;
Pryntex-50-Ag-13_C;Botlek-60-Ag-40_B;
Pryntex-50-Ag-14_B;Botlek-60-Ag-41_C;
Pryntex-50-Ag-15_B;Botlek-60-Ag-42_B;
Pryntex-50-Ag-16_B;Botlek-60-Ag-43_B;
Pryntex-50-Ag-17_B;Botlek-60-Ag-5_B;
Pryntex-50-Ag-18_B;Botlek-60-Ag-6_D;
Pryntex-50-Ag-19_B;Botlek-60-Ag-7_D;
Pryntex-50-Ag-20_B;Botlek-60-Ag-8_C;
Pryntex-50-Ag-21_B;Botlek-60-Ag-9_B;
Pryntex-50-Ag-22_B;Botlek-61-Ag-10_B;
Pryntex-50-Ag-23_B;Botlek-61-Ag-11_C;
Pryntex-50-Ag-24_B;Botlek-61-Ag-12_C;
Pryntex-50-Ag-25_C;Botlek-61-Ag-13_B;
Pryntex-50-Ag-26_B;Botlek-61-Ag-14_B;
Pryntex-50-Ag-27_B;Botlek-61-Ag-15_A;
Pryntex-50-Ag-28_D;Botlek-61-Ag-17_D;
Pryntex-50-Ag-29_B;Botlek-61-Ag-18_B;
Pryntex-50-Ag-31_B;Botlek-61-Ag-19_D;
Pryntex-50-Ag-32_D;Botlek-61-Ag-20_B;
Pryntex-50-Ag-34_D;Botlek-61-Ag-21_B;
Pryntex-50-Ag-35_B;Botlek-61-Ag-22_D;
Pryntex-50-Ag-37_B;Botlek-61-Ag-23_B;
Pryntex-50-Ag-38_B;Botlek-61-Ag-24_B;
Pryntex-50-Ag-39_C;Botlek-61-Ag-25_D;
Pryntex-50-Ag-40_B;Botlek-61-Ag-26_B;
Pryntex-50-Ag-41_B;Botlek-61-Ag-27_B;
Pryntex-50-Ag-42_B;Botlek-61-Ag-28_D;
Pryntex-50-Ag-46_D;Botlek-61-Ag-29_D;
Pryntex-50-Ag-47_B;Botlek-61-Ag-30_B;
Pryntex-50-Ag-48_B;Botlek-61-Ag-31_C;
Pryntex-50-Ag-49_C;Botlek-61-Ag-32_B;
Pryntex-50-Ag-50_B;Botlek-61-Ag-33_B;
Pryntex-50-Ag-51_A;Botlek-61-Ag-34_D;
Pryntex-50-Ag-52_A;Botlek-61-Ag-35_B;
Pryntex-50-Ag-53_A;Botlek-61-Ag-37_B;
Pryntex-50-Ag-54_B;Botlek-61-Ag-38_D;
Pryntex-50-Ag-55_D;Botlek-61-Ag-39_D;
Pryntex-50-Ag-56_B;Botlek-61-Ag-40_B;
Pryntex-50-Ag-58_B;Botlek-61-Ag-41_D;
Pryntex-51-Ag-03_B;Botlek-61-Ag-42_C;
Pryntex-51-Ag-04_B;Botlek-61-Ag-43_C;
Pryntex-51-Ag-05_D;Botlek-61-Ag-44_B;
Pryntex-51-Ag-06_B;Botlek-61-Ag-45_B;
Pryntex-51-Ag-07_B;Botlek-61-Ag-46_D;
Pryntex-51-Ag-08_D;Botlek-61-Ag-47_B;
Pryntex-51-Ag-09_B;Botlek-61-Ag-48_D;
Pryntex-51-Ag-10_B;Botlek-61-Ag-49_D;
Pryntex-51-Ag-11_D;Botlek-61-Ag-50_C;
Pryntex-51-Ag-12_B;Botlek-61-Ag-52_C;
Pryntex-51-Ag-14_B;Botlek-61-Ag-6_B;
Pryntex-51-Ag-17_C;Botlek-61-Ag-8_B;
Pryntex-51-Ag-18_B;Botlek-62-Ag-10_B;
Pryntex-51-Ag-21_B;Botlek-62-Ag-13_B;
Pryntex-51-Ag-22_C;Botlek-62-Ag-14_C;
Pryntex-51-Ag-23_D;Botlek-62-Ag-16_B;
Pryntex-51-Ag-24_C;Botlek-62-Ag-17_B;
Pryntex-51-Ag-25_B;Botlek-62-Ag-18_B;
Pryntex-51-Ag-26_B;Botlek-62-Ag-19_B;
Pryntex-51-Ag-27_D;Botlek-62-Ag-2_C;
Pryntex-51-Ag-28_B;Botlek-62-Ag-21_D;
Pryntex-51-Ag-29_D;Botlek-62-Ag-22_D;
Pryntex-51-Ag-30_B;Botlek-62-Ag-23_B;
Pryntex-51-Ag-32_A;Botlek-62-Ag-24_C;
Pryntex-51-Ag-33_D;Botlek-62-Ag-25_C;
Pryntex-51-Ag-34_B;Botlek-62-Ag-26_D;
Pryntex-51-Ag-35_B;Botlek-62-Ag-27_B;
Pryntex-51-Ag-36_C;Botlek-62-Ag-28_B;
Pryntex-51-Ag-37_D;Botlek-62-Ag-29_B;
Pryntex-51-Ag-38_B;Botlek-62-Ag-3_D;
Pryntex-51-Ag-39_B;Botlek-62-Ag-30_B;
Pryntex-51-Ag-40_C;Botlek-62-Ag-31_B;
Pryntex-51-Ag-41_B;Botlek-62-Ag-32_C;
Pryntex-51-Ag-42_B;Botlek-62-Ag-33_B;
Pryntex-51-Ag-43_B;Botlek-62-Ag-34_C;
Pryntex-51-Ag-44_D;Botlek-62-Ag-35_B;
Pryntex-51-Ag-45_B;Botlek-62-Ag-36_B;
Pryntex-51-Ag-46_B;Botlek-62-Ag-37_B;
Pryntex-51-Ag-47_B;Botlek-62-Ag-38_B;
Pryntex-51-Ag-48_B;Botlek-62-Ag-4_B;
Pryntex-51-Ag-49_B;Botlek-62-Ag-40_B;
Pryntex-51-Ag-50_B;Botlek-62-Ag-41_B;
Pryntex-51-Ag-51_B;Botlek-62-Ag-42_D;
Pryntex-51-Ag-52_B;Botlek-62-Ag-43_B;
Pryntex-51-Ag-53_D;Botlek-62-Ag-44_B;
Pryntex-51-Ag-54_C;Botlek-62-Ag-45_B;
Pryntex-51-Ag-55_A;Botlek-62-Ag-46_B;
Pryntex-51-Ag-56_B;Botlek-62-Ag-47_B;
Pryntex-51-Ag-57_B;Botlek-62-Ag-49_D;
Pryntex-51-Ag-58_C;Botlek-62-Ag-5_B;
Pryntex-51-Ag-59_D;Botlek-62-Ag-50_B;
Pryntex-51-Ag-61_B;Botlek-62-Ag-51_C;
Pryntex-51-Ag-63_B;Botlek-62-Ag-52_B;
Pryntex-51-Ag-64_B;Botlek-62-Ag-53_D;
Pryntex-51-Ag-65_B;Botlek-62-Ag-54_B;
Pryntex-52-Ag-02_B;Botlek-62-Ag-55_B;
Pryntex-52-Ag-04_B;Botlek-62-Ag-58_B;
Pryntex-52-Ag-05_B;Botlek-62-Ag-59_B;
Pryntex-52-Ag-06_B;Botlek-62-Ag-6_D;
Pryntex-52-Ag-07_D;Botlek-62-Ag-7_B;
Pryntex-52-Ag-08_C;Botlek-62-Ag-8_B;
Pryntex-52-Ag-09_B;Botlek-62-Ag-9_B;
Pryntex-52-Ag-10_B;;
Pryntex-52-Ag-11_D;;
Pryntex-52-Ag-12_A;;
Pryntex-52-Ag-13_B;;
Pryntex-52-Ag-14_D;;
Pryntex-52-Ag-15_B;;
Pryntex-52-Ag-16_B;;
Pryntex-52-Ag-17_B;;
Pryntex-52-Ag-18_B;;
Pryntex-52-Ag-19_B;;
Pryntex-52-Ag-20_B;;
Pryntex-52-Ag-21_B;;
Pryntex-52-Ag-22_B;;
Pryntex-52-Ag-23_B;;
Pryntex-52-Ag-24_B;;
Pryntex-52-Ag-26_B;;
Pryntex-52-Ag-27_B;;
Pryntex-52-Ag-28_B;;
Pryntex-52-Ag-29_B;;
Pryntex-52-Ag-30_A;;
Pryntex-52-Ag-31_B;;
Pryntex-52-Ag-32_C;;
Pryntex-52-Ag-33_C;;
Pryntex-52-Ag-34_B;;
Pryntex-52-Ag-35_B;;
Pryntex-52-Ag-36_B;;
Pryntex-52-Ag-37_D;;
Pryntex-52-Ag-38_B;;
Pryntex-52-Ag-39_C;;
Pryntex-52-Ag-40_D;;
Pryntex-52-Ag-41_B;;
Pryntex-52-Ag-43_C;;
Pryntex-52-Ag-44_B;;
Pryntex-52-Ag-45_B;;
Pryntex-52-Ag-46_B;;
Pryntex-52-Ag-47_B;;
Pryntex-52-Ag-48_B;;
Pryntex-52-Ag-49_C;;
Pryntex-52-Ag-50_B;;
Pryntex-52-Ag-51_B;;
Pryntex-52-Ag-52_C;;
Pryntex-52-Ag-53_D;;
Pryntex-52-Ag-55_B;;
Pryntex-52-Ag-56_D;;
Pryntex-52-Ag-57_A;;
Pryntex-52-Ag-58_B;;
Pryntex-52-Ag-60_B;;
Pryntex-52-Ag-61_B;;
Pryntex-53-Ag-01_A;;
Pryntex-53-Ag-02_B;;
Pryntex-53-Ag-03_B;;
Pryntex-53-Ag-04_C;;
Pryntex-53-Ag-05_B;;
Pryntex-53-Ag-06_B;;
Pryntex-53-Ag-07_A;;
Pryntex-53-Ag-08_A;;
Pryntex-53-Ag-09_B;;
Pryntex-53-Ag-10_B;;
Pryntex-53-Ag-11_B;;
Pryntex-53-Ag-12_B;;
Pryntex-53-Ag-13_A;;
Pryntex-53-Ag-14_A;;
Pryntex-53-Ag-15_D;;
Pryntex-53-Ag-16_B;;
Pryntex-53-Ag-17_B;;
Pryntex-53-Ag-18_D;;
Pryntex-53-Ag-19_B;;
Pryntex-53-Ag-20_B;;
Pryntex-53-Ag-21_C;;
Pryntex-53-Ag-23_B;;
Pryntex-53-Ag-24_D;;
Pryntex-53-Ag-26_B;;
Pryntex-53-Ag-27_B;;
Pryntex-53-Ag-28_B;;
Pryntex-53-Ag-30_D;;
Pryntex-53-Ag-31_C;;
Pryntex-53-Ag-32_B;;
Pryntex-53-Ag-33_B;;
Pryntex-53-Ag-34_B;;
Pryntex-53-Ag-35_B;;
Pryntex-53-Ag-36_A;;
Pryntex-53-Ag-37_A;;
Pryntex-53-Ag-38_A;;
Pryntex-53-Ag-39_A;;
Pryntex-53-Ag-41_B;;
Pryntex-53-Ag-42_D;;
Pryntex-53-Ag-43_B;;
Pryntex-53-Ag-44_B;;
Pryntex-53-Ag-45_C;;
Pryntex-53-Ag-46_B;;
Pryntex-53-Ag-47_B;;
Pryntex-53-Ag-48_B;;
Pryntex-53-Ag-49_D;;
Pryntex-53-Ag-51_B;;
Pryntex-53-Ag-52_B;;
Pryntex-53-Ag-53_B;;
Pryntex-54-Ag-02_B;;
Pryntex-54-Ag-03_B;;
Pryntex-54-Ag-04_A;;
Pryntex-54-Ag-05_B;;
Pryntex-54-Ag-07_B;;
Pryntex-54-Ag-08_A;;
Pryntex-54-Ag-09_D;;
Pryntex-54-Ag-10_C;;
Pryntex-54-Ag-11_A;;
Pryntex-54-Ag-12_B;;
Pryntex-54-Ag-13_B;;
Pryntex-54-Ag-14_B;;
Pryntex-54-Ag-15_B;;
Pryntex-54-Ag-16_B;;
Pryntex-54-Ag-17_D;;
Pryntex-54-Ag-18_D;;
Pryntex-54-Ag-19_B;;
Pryntex-54-Ag-20_B;;
Pryntex-54-Ag-21_B;;
Pryntex-54-Ag-22_B;;
Pryntex-54-Ag-23_B;;
Pryntex-54-Ag-24_D;;
Pryntex-54-Ag-25_B;;
Pryntex-54-Ag-26_B;;
Pryntex-54-Ag-27_B;;
Pryntex-54-Ag-28_C;;
Pryntex-54-Ag-29_D;;
Pryntex-54-Ag-31_B;;
Pryntex-54-Ag-32_D;;
Pryntex-54-Ag-34_B;;
Pryntex-54-Ag-35_B;;
Pryntex-54-Ag-36_B;;
Pryntex-54-Ag-37_C;;
Pryntex-54-Ag-38_C;;
Pryntex-54-Ag-39_A;;
Pryntex-54-Ag-40_B;;
Pryntex-54-Ag-41_B;;
Pryntex-54-Ag-42_B;;
Pryntex-54-Ag-43_A;;
Pryntex-54-Ag-44_B;;
Pryntex-54-Ag-45_B;;
Pryntex-54-Ag-47_B;;
Pryntex-54-Ag-50_B;;
Pryntex-54-Ag-51_D;;
Pryntex-54-Ag-52_B;;
Pryntex-54-Ag-53_A;;
Pryntex-54-Ag-54_B;;
Pryntex-54-Ag-55_A;;
Pryntex-54-Ag-56_B;;
Pryntex-54-Ag-57_B;;
Pryntex-54-Ag-58_A;;
Pryntex-54-Ag-59_A;;
Pryntex-54-Ag-60_B;;
Pryntex-54-Ag-61_A;;
Pryntex-54-Ag-62_D;;
Pryntex-54-Ag-63_D;;
Pryntex-54-Ag-64_D;;
Pryntex-54-Ag-67_B;;
Pryntex-54-Ag-68_B;;
Pryntex-54-Ag-69_B;;
Pryntex-54-Ag-70_B;;
Pryntex-54-Ag-71_B;;
Pryntex-55-Ag-03_B;;
Pryntex-55-Ag-04_B;;
Pryntex-55-Ag-06_D;;
Pryntex-55-Ag-07_B;;
Pryntex-55-Ag-08_B;;
Pryntex-55-Ag-09_B;;
Pryntex-55-Ag-10_B;;
Pryntex-55-Ag-11_B;;
Pryntex-55-Ag-12_B;;
Pryntex-55-Ag-14_D;;
Pryntex-55-Ag-16_D;;
Pryntex-55-Ag-17_B;;
Pryntex-55-Ag-18_D;;
Pryntex-55-Ag-19_B;;
Pryntex-55-Ag-20_B;;
Pryntex-55-Ag-21_B;;
Pryntex-55-Ag-22_D;;
Pryntex-55-Ag-25_B;;
Pryntex-55-Ag-26_B;;
Pryntex-55-Ag-27_C;;
Pryntex-55-Ag-28_B;;
Pryntex-55-Ag-29_D;;
Pryntex-55-Ag-30_B;;
Pryntex-55-Ag-31_D;;
Pryntex-55-Ag-32_D;;
Pryntex-55-Ag-33_B;;
Pryntex-55-Ag-34_B;;
Pryntex-55-Ag-35_B;;
Pryntex-55-Ag-36_B;;
Pryntex-55-Ag-37_B;;
Pryntex-55-Ag-38_B;;
Pryntex-55-Ag-39_D;;
Pryntex-55-Ag-40_B;;
Pryntex-55-Ag-41_D;;
Pryntex-55-Ag-42_C;;
Pryntex-55-Ag-43_D;;
Pryntex-55-Ag-44_D;;
Pryntex-55-Ag-45_B;;
Pryntex-55-Ag-46_D;;
Pryntex-55-Ag-47_B;;
Pryntex-55-Ag-48_B;;
Pryntex-55-Ag-49_D;;
Pryntex-55-Ag-50_B;;
Pryntex-55-Ag-51_B;;
Pryntex-55-Ag-52_B;;
Pryntex-55-Ag-54_B;;
Pryntex-55-Ag-55_B;;
Pryntex-56-Ag-02_D;;
Pryntex-56-Ag-03_B;;
Pryntex-56-Ag-05_B;;
Pryntex-56-Ag-06_B;;
Pryntex-56-Ag-07_A;;
Pryntex-56-Ag-08_B;;
Pryntex-56-Ag-10_B;;
Pryntex-56-Ag-11_B;;
Pryntex-56-Ag-12_D;;
Pryntex-56-Ag-13_B;;
Pryntex-56-Ag-14_B;;
Pryntex-56-Ag-15_C;;
Pryntex-56-Ag-16_A;;
Pryntex-56-Ag-18_B;;
Pryntex-56-Ag-19_B;;
Pryntex-56-Ag-20_D;;
Pryntex-56-Ag-21_D;;
Pryntex-56-Ag-23_A;;
Pryntex-56-Ag-24_B;;
Pryntex-56-Ag-25_D;;
Pryntex-56-Ag-26_C;;
Pryntex-56-Ag-27_A;;
Pryntex-56-Ag-28_D;;
Pryntex-56-Ag-29_B;;
Pryntex-56-Ag-30_B;;
Pryntex-56-Ag-31_B;;
Pryntex-56-Ag-32_B;;
Pryntex-56-Ag-33_D;;
Pryntex-56-Ag-34_B;;
Pryntex-56-Ag-35_B;;
Pryntex-56-Ag-36_D;;
Pryntex-56-Ag-37_D;;
Pryntex-56-Ag-39_D;;
Pryntex-56-Ag-40_B;;
Pryntex-56-Ag-41_B;;
Pryntex-56-Ag-42_B;;
Pryntex-56-Ag-44_D;;
Pryntex-56-Ag-46_B;;
Pryntex-56-Ag-47_A;;
Pryntex-56-Ag-48_B;;
Pryntex-56-Ag-50_C;;
Pryntex-56-Ag-51_B;;
Pryntex-56-Ag-52_A;;
Pryntex-56-Ag-53_A;;
Pryntex-56-Ag-54_D;;
Pryntex-56-Ag-55_B;;
Pryntex-56-Ag-56_B;;
Pryntex-56-Ag-57_B;;
Pryntex-56-Ag-58_A;;
Pryntex-56-Ag-59_B;;
Pryntex-56-Ag-60_C;;
Pryntex-56-Ag-61_B;;
Pryntex-57-Ag-01_B;;
Pryntex-57-Ag-02_D;;
Pryntex-57-Ag-03_B;;
Pryntex-57-Ag-04_B;;
Pryntex-57-Ag-05_D;;
Pryntex-57-Ag-06_B;;
Pryntex-57-Ag-07_B;;
Pryntex-57-Ag-08_D;;
Pryntex-57-Ag-09_B;;
Pryntex-57-Ag-10_B;;
Pryntex-57-Ag-11_D;;
Pryntex-57-Ag-12_B;;
Pryntex-57-Ag-13_B;;
Pryntex-57-Ag-14_B;;
Pryntex-57-Ag-15_B;;
Pryntex-57-Ag-16_B;;
Pryntex-57-Ag-17_B;;
Pryntex-57-Ag-18_B;;
Pryntex-57-Ag-19_B;;
Pryntex-57-Ag-20_D;;
Pryntex-57-Ag-21_B;;
Pryntex-57-Ag-22_B;;
Pryntex-57-Ag-23_B;;
Pryntex-57-Ag-24_B;;
Pryntex-57-Ag-25_B;;
Pryntex-57-Ag-26_B;;
Pryntex-57-Ag-27_B;;
Pryntex-57-Ag-28_B;;
Pryntex-57-Ag-29_C;;
Pryntex-57-Ag-30_B;;
Pryntex-57-Ag-31_B;;
Pryntex-57-Ag-32_B;;
Pryntex-57-Ag-33_D;;
Pryntex-57-Ag-34_B;;
Pryntex-57-Ag-35_B;;
Pryntex-57-Ag-36_B;;
Pryntex-57-Ag-37_B;;
Pryntex-57-Ag-38_D;;
Pryntex-57-Ag-39_B;;
Pryntex-57-Ag-40_B;;
Pryntex-57-Ag-41_B;;
Pryntex-57-Ag-42_B;;
Pryntex-57-Ag-43_C;;
Pryntex-57-Ag-44_B;;
Pryntex-57-Ag-45_B;;
Pryntex-57-Ag-46_B;;
Pryntex-57-Ag-47_B;;
Pryntex-57-Ag-48_B;;
Pryntex-57-Ag-49_D;;
Pryntex-57-Ag-50_D;;
Pryntex-57-Ag-51_C;;
Pryntex-57-Ag-52_B;;
Pryntex-57-Ag-53_D;;
Pryntex-57-Ag-54_A;;
Pryntex-57-Ag-55_B;;
Pryntex-57-Ag-56_B;;
Pryntex-57-Ag-57_B;;
Pryntex-57-Ag-58_B;;
Pryntex-57-Ag-59_B;;
Pryntex-57-Ag-60_A;;
Pryntex-57-Ag-61_A;;
Pryntex-58-Ag-03_B;;
Pryntex-58-Ag-04_A;;
Pryntex-58-Ag-05_B;;
Pryntex-58-Ag-06_B;;
Pryntex-58-Ag-07_B;;
Pryntex-58-Ag-08_B;;
Pryntex-58-Ag-09_B;;
Pryntex-58-Ag-10_D;;
Pryntex-58-Ag-11_B;;
Pryntex-58-Ag-12_B;;
Pryntex-58-Ag-13_B;;
Pryntex-58-Ag-15_B;;
Pryntex-58-Ag-16_D;;
Pryntex-58-Ag-17_B;;
Pryntex-58-Ag-18_A;;
Pryntex-58-Ag-19_A;;
Pryntex-58-Ag-20_B;;
Pryntex-58-Ag-21_B;;
Pryntex-58-Ag-22_B;;
Pryntex-58-Ag-23_B;;
Pryntex-58-Ag-24_B;;
Pryntex-58-Ag-25_B;;
Pryntex-58-Ag-26_B;;
Pryntex-58-Ag-27_D;;
Pryntex-58-Ag-28_A;;
Pryntex-58-Ag-29_B;;
Pryntex-58-Ag-30_A;;
Pryntex-58-Ag-31_C;;
Pryntex-58-Ag-32_B;;
Pryntex-58-Ag-33_B;;
Pryntex-58-Ag-34_B;;
Pryntex-58-Ag-35_B;;
Pryntex-58-Ag-36_B;;
Pryntex-58-Ag-37_B;;
Pryntex-58-Ag-38_A;;
Pryntex-58-Ag-39_A;;
Pryntex-58-Ag-40_C;;
Pryntex-58-Ag-41_B;;
Pryntex-58-Ag-42_B;;
Pryntex-58-Ag-43_B;;
Pryntex-58-Ag-44_B;;
Pryntex-58-Ag-45_B;;
Pryntex-58-Ag-47_B;;
Pryntex-58-Ag-48_B;;
Pryntex-58-Ag-49_B;;
Pryntex-58-Ag-50_B;;
Pryntex-58-Ag-51_D;;
Pryntex-58-Ag-52_B;;
Pryntex-58-Ag-53_B;;
Pryntex-58-Ag-55_B;;
Pryntex-59-Ag-03_A;;
Pryntex-59-Ag-04_B;;
Pryntex-59-Ag-06_D;;
